OrderID,OrderDate,Region_City_Country,Channel,PromotionName,ProductName,Manufacturer,Category_SubCategory,UnitCost,Price,OrderQty,Row_Id
2436,25-07-2023,"North America,Seattle,United States",Reseller,north america back-to-school promotion,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,TV and Video-Televisions,300.7142488,763.51,24,1595
2438,26-07-2023,"North America,Pittsfield,United States",Store,no discount,Contoso 4GB Portable MP3 Player M450 White,"Contoso, Ltd",Audio-MP4&MP3,72.3453135,95.95,10,20408
2439,27-07-2023,"North America,Vineland,United States",Store,north america back-to-school promotion,Contoso Home Theater System 4.1 Channel M1410 White,"Contoso, Ltd",TV and Video-Home Theater System,113.0130098,329,12,19595
2440,28-07-2023,"North America,South Portland,United States",Store,north america holiday promotion,A. Datum Consumer Digital Camera M300 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,141.9878337,184.5,13,19107
2442,29-07-2023,"Asia,Beijing,China",Online,asian spring promotion,SV 512MB Laptop memory E800 Black,Southridge Video,Computers-Computers Accessories,24.45176179,33.99,9,19108
2443,30-07-2023,"Asia,Beijing,China",Online,asian holiday promotion,Proseware LCD17 E200 Black,"Proseware, Inc.",Computers-Monitors,77.09655042,99,78,20760
2445,31-07-2023,"North America,Beaumont,United States",Store,no discount,Proseware Projector 1080p LCD86 Black,"Proseware, Inc.",Computers-Projectors & Screens,663.7363147,2295,10,24627
2446,01-08-2023,"Europe,Berne,Switzerland",Store,european spring promotion,Contoso Lens Adapter M450 Black,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,61.0837408,68,12,18278
2448,02-08-2023,"Asia,Singapore,Singapore",Store,asian holiday promotion,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Computers-Desktops,412.7992967,559,26,24794
2450,03-08-2023,"Europe,Copenhagen,Denmark",Store,no discount,SV Car Video TFT7 M7000 Silver,Southridge Video,TV and Video-Car Video,9.69154378,299,10,20401
2451,04-08-2023,"Asia,Beijing,China",Reseller,asian summer promotion,Proseware Fax Machine E100 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",53.49411775,79,12,20400
2452,05-08-2023,"North America,Shreveport,United States",Store,no discount,Fabrikam Laptop15 M5000 White,"Fabrikam, Inc.",Computers-Laptops,202.1520415,699,10,3392
2453,06-08-2023,"Asia,Beijing,China",Reseller,asian holiday promotion,WWI Projector 720p LCD56 Silver,Wide World Importers,Computers-Projectors & Screens,440.0787496,699,39,3393
2456,07-08-2023,"North America,North Harford,United States",Catalog,north america back-to-school promotion,Contoso Bluetooth Notebook Mouse E70 White,"Contoso, Ltd",Computers-Computers Accessories,11.06857565,50,48,3394
2458,08-08-2023,"North America,Thornton,United States",Store,north america spring promotion,SV 8xDVD E140 Silver,Southridge Video,TV and Video-VCD & DVD,53.44606691,66,4,21392
2460,09-08-2023,"Europe,Paris,France",Reseller,european back-to-scholl promotion,Proseware High-Performance Business-Class Laser Fax X200 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",2.81832482,248,9,21393
2463,10-08-2023,"North America,Seattle,United States",Reseller,no discount,A. Datum Point Shoot Digital Camera M500 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,91.72290411,198,10,19073
2467,11-08-2023,"Asia,Bishkek,Kyrgyzstan",Store,asian holiday promotion,Contoso Leather Case - case for digital photo camera X20 White,"Contoso, Ltd",Computers-Computers Accessories,6.770989807,39.9,13,22401
2469,12-08-2023,"Europe,Warsaw,Poland",Store,european holiday promotion,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,6.380091385,411,8,21281
2471,13-08-2023,"Asia,Islamabad,Pakistan",Store,asian summer promotion,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Computers-Computers Accessories,2.523124572,26.9,6,21282
2472,14-08-2023,"Europe,Bamberg,Germany",Store,european holiday promotion,"Proseware Color Ink jet Fax, Copier, Phone M250 White","Proseware, Inc.","Computers-Printers, Scanners & Fax",22.0801117,159,8,20919
2474,15-08-2023,"Europe,Cambridge,United Kingdom",Store,north america holiday promotion,Contoso Smart Battery M901 Black,"Contoso, Ltd",Computers-Computers Accessories,1.60585176,11.5,13,22223
2475,16-08-2023,"Europe,Paris,France",Reseller,european holiday promotion,Contoso Multi-line phones M30 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,4.220099662,22.99,24,22224
2476,17-08-2023,"North America,Roanoke,United States",Store,north america spring promotion,A. Datum Advanced Digital Camera M300 Silver,A. Datum Corporation,Cameras and camcorders -Digital Cameras,109.2925638,188.5,9,23853
2477,18-08-2023,"North America,Renton,United States",Store,north america back-to-school promotion,Proseware Projector 1080p LCD86 Silver,"Proseware, Inc.",Computers-Projectors & Screens,930.8781695,2295,12,25449
2478,19-08-2023,"Europe,Koln,Germany",Store,no discount,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,369.1498988,980,10,25450
2482,20-08-2023,"North America,Bethesda,United States",Online,no discount,Adventure Works Laptop16 M1601 Silver,Adventure Works,Computers-Laptops,234.3074146,599,10,22598
2483,21-08-2023,"Asia,Beijing,China",Online,asian summer promotion,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,"Music, Movies and Audio Books-Movie DVD",82.26648882,259.99,6,24638
2484,22-08-2023,"North America,Falmouth,United States",Store,north america holiday promotion,SV Keyboard E10 White,Southridge Video,Computers-Computers Accessories,12.49975793,44,26,24639
2487,23-08-2023,"Europe,Berlin,Germany",Online,european back-to-scholl promotion,A. Datum Consumer Digital Camera M300 Black,A. Datum Corporation,Cameras and camcorders -Digital Cameras,82.91618176,184.5,9,20693
2489,24-08-2023,"North America,Green Bay,United States",Store,no discount,A. Datum Point Shoot Digital Camera M500 Green,A. Datum Corporation,Cameras and camcorders -Digital Cameras,59.60172551,198,10,24471
2490,25-08-2023,"Europe,Stockholm,Sweden",Store,no discount,Proseware Mobile Receipt and Document Scanner M200 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",61.38960013,116,10,21570
2491,26-08-2023,"North America,Seattle,United States",Reseller,no discount,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,141.5497873,432,10,19104
2492,27-08-2023,"Europe,Berlin,Germany",Online,no discount,Contoso DVD 9-Inch Player Portable M300 Black,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",136.767181,159.99,30,18428
2493,28-08-2023,"North America,North Harford,United States",Catalog,no discount,Litware Home Theater System 5.1 Channel M515 Silver,"Litware, Inc.",TV and Video-Home Theater System,418.6223448,569,10,21739
2494,29-08-2023,"Europe,Baumholder,Germany",Store,european spring promotion,Contoso Home Theater System 5.1 Channel M1500 Silver,"Contoso, Ltd",TV and Video-Home Theater System,338.1855275,429,12,22355
2495,30-08-2023,"Europe,Moscow,Russia",Store,european holiday promotion,Adventure Works Laptop16 M1601 Red,Adventure Works,Computers-Laptops,347.9035327,599,13,22356
2496,31-08-2023,"North America,Denver,United States",Store,north america holiday promotion,Contoso 4 Handset Cordless Phone System M86 White,"Contoso, Ltd",Cell phones-Home & Office Phones,18.16034552,35.99,13,25351
2497,01-09-2023,"Europe,Lisbon,Portugal",Store,european holiday promotion,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Computers-Laptops,52.51297662,326,16,19988
2500,02-09-2023,"Asia,Tokyo,Japan",Store,asian spring promotion,Contoso Screen 100in E010 Black,"Contoso, Ltd",Computers-Projectors & Screens,89.23645665,190,9,25813
2501,03-09-2023,"North America,Houston,United States",Store,north america spring promotion,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,"Contoso, Ltd",Computers-Computers Accessories,2.404036038,13,18,23153
2502,04-09-2023,"North America,East Troy,United States",Store,no discount,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,140.4191756,170,5,23862
2503,05-09-2023,"North America,New Brunswick,United States",Store,no discount,WWI Screen 85in E1010 White,Wide World Importers,Computers-Projectors & Screens,81.38939293,139,5,23863
2504,06-09-2023,"Asia,Beijing,China",Reseller,no discount,Contoso Dual USB Power Adapter - power adapter E300 White,"Contoso, Ltd",Computers-Computers Accessories,22.52131407,39.9,5,19694
2505,07-09-2023,"Asia,Sydney,Australia",Store,no discount,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,TV and Video-Televisions,198.9802934,763.51,10,19695
2506,08-09-2023,"North America,Atlantic City,United States",Store,north america holiday promotion,The Phone Company PDA Palm 3.5 inch M810 White,The Phone Company,Cell phones-Smart phones & PDAs ,142.3398905,280,13,20851
2507,09-09-2023,"Europe,Paris,France",Reseller,european back-to-scholl promotion,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",The Phone Company,Cell phones-Touch Screen Phones ,107.6171967,230,9,21117
2509,10-09-2023,"North America,Baytown,United States",Store,no discount,WWI Screen 106in M1609 White,Wide World Importers,Computers-Projectors & Screens,157.336889,251,10,18536
2510,11-09-2023,"Europe,Lisbon,Portugal",Store,european back-to-scholl promotion,A. Datum Bridge Digital Camera M300 Black,A. Datum Corporation,Cameras and camcorders -Digital Cameras,90.90474574,186.9,9,18537
2512,12-09-2023,"North America,Littleton,United States",Store,north america holiday promotion,SV DVD Recorder L240 Gold,Southridge Video,"Music, Movies and Audio Books-Movie DVD",84.32152844,219,6,21118
2514,13-09-2023,"North America,Rochester,United States",Store,north america back-to-school promotion,Adventure Works LCD17W E203 White,Adventure Works,Computers-Monitors,90.67441564,129,6,22318
2515,14-09-2023,"Europe,Valletta,Malta",Store,european holiday promotion,"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue","Fabrikam, Inc.",Cameras and camcorders -Camcorders,106.9707122,1520,8,22874
2518,15-09-2023,"North America,Northampton,United States",Store,no discount,Litware Home Theater System 5.1 Channel M514 Brown,"Litware, Inc.",TV and Video-Home Theater System,357.4518199,599,10,18467
2519,16-09-2023,"North America,Dallas,United States",Store,north america back-to-school promotion,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,"Music, Movies and Audio Books-Movie DVD",2.809503078,13.89,12,22754
2520,17-09-2023,"North America,Toronto,Canada",Store,north america spring promotion,Fabrikam Laptop16W M6080 Black,"Fabrikam, Inc.",Computers-Laptops,293.563882,967,9,22755
2521,18-09-2023,"Europe,Cheshire,United Kingdom",Store,european spring promotion,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.","Computers-Printers, Scanners & Fax",76.12970799,248,12,22756
2523,19-09-2023,"North America,Kennebunkport,United States",Store,no discount,Contoso Home Theater System 4.1 Channel M1410 Black,"Contoso, Ltd",TV and Video-Home Theater System,32.98138916,329,10,22757
2524,20-09-2023,"North America,Veradale,United States",Store,north america back-to-school promotion,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum Corporation,Cameras and camcorders -Digital Cameras,158.0532516,290,12,22758
2526,21-09-2023,"North America,Annapolis,United States",Store,north america back-to-school promotion,SV 8xDVD E130 Black,Southridge Video,TV and Video-VCD & DVD,11.84455171,56.9,12,462
2528,22-09-2023,"North America,North Bend,United States",Store,no discount,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.","Computers-Printers, Scanners & Fax",74.20825185,188,10,18462
2529,23-09-2023,"North America,Bethesda,United States",Online,north america back-to-school promotion,Contoso SLR Camera M143 Silver,"Contoso, Ltd",Cameras and camcorders -Digital SLR Cameras,1.170488143,304,48,20637
2531,24-09-2023,"Europe,Paris,France",Reseller,european spring promotion,Litware Home Theater System 7.1 Channel M710 Brown,"Litware, Inc.",TV and Video-Home Theater System,226.828617,799,12,22864
2532,25-09-2023,"North America,Greeley,United States",Store,no discount,Proseware Screen 85in E1010 Black,"Proseware, Inc.",Computers-Projectors & Screens,134.1419983,139,10,22865
2534,26-09-2023,"Europe,Nantes,France",Store,no discount,SV Car Video TFT7 M7000 Silver,Southridge Video,TV and Video-Car Video,122.8750854,299,10,20668
2536,27-09-2023,"Europe,Bucharest,Romania",Store,european holiday promotion,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,The Phone Company,Cell phones-Smart phones & PDAs ,171.8086805,230,8,23394
2537,28-09-2023,"North America,San Antonio,United States",Store,north america spring promotion,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Computers-Laptops,205.3961915,758,9,23395
2539,29-09-2023,"Asia,Beijing,China",Online,asian summer promotion,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.",Cameras and camcorders -Camcorders,47.61040619,860,12,23393
2541,30-09-2023,"North America,Grand Junction,United States",Store,north america back-to-school promotion,Contoso 8GB Clock & Radio MP3 Player X850 Black,"Contoso, Ltd",Audio-MP4&MP3,195.9404482,299.23,12,1147
2542,01-10-2023,"Asia,Beijing,China",Online,asian holiday promotion,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Cell phones-Cell phones Accessories,4.016476453,4.06,120,1450
2544,02-10-2023,"Asia,Beijing,China",Online,no discount,Contoso Bluetooth Notebook Mouse E70 Silver,"Contoso, Ltd",Computers-Computers Accessories,20.4977972,50,20,914
2545,03-10-2023,"Europe,Knotty Ash,United Kingdom",Store,european holiday promotion,Litware Home Theater System 5.1 Channel M516 Black,"Litware, Inc.",TV and Video-Home Theater System,522.6219964,579,8,6046
2546,04-10-2023,"Europe,Berne,Switzerland",Store,european holiday promotion,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,21.04781106,49.99,8,18757
2547,05-10-2023,"North America,Humble,United States",Store,north america spring promotion,Contoso USB Wave Multi-Media Keyboard E280 Grey,"Contoso, Ltd",Computers-Computers Accessories,3.579288371,15.9,9,18758
2548,06-10-2023,"North America,Seattle,United States",Reseller,north america spring promotion,Contoso Digital Camera/Camcorder USB Cable E324 White,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,11.76040806,28,9,19146
2549,07-10-2023,"North America,Racine,United States",Store,no discount,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Cell phones-Home & Office Phones,2.500080153,35.99,10,19147
2551,08-10-2023,"North America,Houston,United States",Store,north america back-to-school promotion,Contoso USB Data Link - direct connect adapter E600 Grey,"Contoso, Ltd",Computers-Computers Accessories,17.0858728,16.9,6,19450
2554,09-10-2023,"Asia,Shanghai,China",Store,asian spring promotion,Proseware Mobile Receipt and Document Scanner M200 White,"Proseware, Inc.","Computers-Printers, Scanners & Fax",28.59395817,116,9,18914
2556,10-10-2023,"North America,Green Bay,United States",Store,north america back-to-school promotion,A. Datum All in One Digital Camera M200 Grey,A. Datum Corporation,Cameras and camcorders -Digital Cameras,142.298509,188,12,24046
2557,11-10-2023,"North America,Pittsfield,United States",Store,north america back-to-school promotion,A. Datum Full Frame Digital Camera X300 Azure,A. Datum Corporation,Cameras and camcorders -Digital Cameras,142.3547568,231,12,26315
2558,12-10-2023,"North America,Hartford,United States",Store,north america back-to-school promotion,Contoso SLR Camera M145 Blue,"Contoso, Ltd",Cameras and camcorders -Digital SLR Cameras,116.6594741,343,12,18303
2559,13-10-2023,"Asia,Kolkata,India",Store,asian holiday promotion,The Phone Company PDA GPS Phone 4.7 inch L950 Black,The Phone Company,Cell phones-Smart phones & PDAs ,117.8684558,368,13,18304
2561,14-10-2023,"Asia,Osaka,Japan",Store,no discount,SV 8xDVD E130 Silver,Southridge Video,TV and Video-VCD & DVD,6.487043125,56.9,10,21958
2562,15-10-2023,"Europe,Berlin,Germany",Online,european holiday promotion,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",17.43714163,289.99,8,18305
2563,16-10-2023,"Asia,Beijing,China",Online,asian spring promotion,Contoso DVD Recorder L220 White,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",26.45103154,219,9,19895
2564,17-10-2023,"North America,Buffalo,United States",Store,north america spring promotion,SV Wireless LAN PCI Network Card Adapter E901 Black,Southridge Video,Computers-Computers Accessories,55.50553613,99,18,20007
2565,18-10-2023,"North America,North Harford,United States",Catalog,north america back-to-school promotion,Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Computers-Laptops,406.9715301,599,36,20216
2567,19-10-2023,"North America,Annapolis,United States",Store,north america spring promotion,A. Datum Advanced Digital Camera M300 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,87.81153217,188.5,9,23200
2568,20-10-2023,"Asia,Islamabad,Pakistan",Store,asian spring promotion,Contoso Projector 1080p X980 Black,"Contoso, Ltd",Computers-Projectors & Screens,1314.0432,2295,9,23201
2569,21-10-2023,"Europe,Berlin,Germany",Online,european spring promotion,A. Datum Advanced Digital Camera M300 Azure,A. Datum Corporation,Cameras and camcorders -Digital Cameras,42.47035918,188.5,12,23202
2572,22-10-2023,"North America,Charlottesville,United States",Store,north america back-to-school promotion,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,"Proseware, Inc.","Computers-Printers, Scanners & Fax",36.07402215,190,12,21517
2573,23-10-2023,"Europe,Berlin,Germany",Online,european holiday promotion,SV Car Video LCD9.2W X9281 Brown,Southridge Video,TV and Video-Car Video,511.0331417,869,8,21518
2575,24-10-2023,"North America,Green Bay,United States",Store,north america spring promotion,Contoso Optical Wheel OEM PS/2 Mouse E60 White,"Contoso, Ltd",Computers-Computers Accessories,11.97950905,13,4,22176
2576,25-10-2023,"North America,North Harford,United States",Catalog,north america spring promotion,SV 512MB Laptop memory E800 Yellow,Southridge Video,Computers-Computers Accessories,14.96209765,33.99,16,20494
2577,26-10-2023,"North America,Toronto,Canada",Store,north america spring promotion,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Computers-Desktops,271.6211677,269.95,18,20495
2578,27-10-2023,"Asia,Ashgabat,Turkmenistan",Store,no discount,Fabrikam Laptop14.1W M4180 Red,"Fabrikam, Inc.",Computers-Laptops,6.077453432,456.9,10,26210
2579,28-10-2023,"North America,Bethesda,United States",Online,no discount,Contoso Home Theater System 5.1 Channel M1510 White,"Contoso, Ltd",TV and Video-Home Theater System,64.34263234,489,10,20811
2584,29-10-2023,"North America,Snoqualmie,United States",Store,north america back-to-school promotion,Contoso 4G MP3 Player E400 Green,"Contoso, Ltd",Audio-MP4&MP3,13.59268115,59.99,6,20812
2588,30-10-2023,"North America,Houston,United States",Store,no discount,A. Datum Consumer Digital Camera M300 Green,A. Datum Corporation,Cameras and camcorders -Digital Cameras,91.29172557,184.5,10,24783
2589,31-10-2023,"Asia,Damascus,Syria",Store,no discount,SV DVD 38 DVD Storage Binder E25 Black,Southridge Video,"Music, Movies and Audio Books-Movie DVD",3.499199242,9.99,20,23401
2590,01-11-2023,"North America,Virginia Beach,United States",Store,no discount,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,"Proseware, Inc.","Computers-Printers, Scanners & Fax",42.42649794,121,10,25806
2591,02-11-2023,"North America,Lakeland,United States",Store,north america spring promotion,Contoso 4GB Portable MP3 Player M450 Black,"Contoso, Ltd",Audio-MP4&MP3,71.00988057,95.95,9,24132
2592,03-11-2023,"Asia,Kolkata,India",Store,asian summer promotion,Fabrikam Laptop19 M9000 Black,"Fabrikam, Inc.",Computers-Laptops,88.56354286,1099,12,24133
2593,04-11-2023,"Asia,Beijing,China",Reseller,asian summer promotion,Proseware Photo Ink jet Printer E290 White,"Proseware, Inc.","Computers-Printers, Scanners & Fax",16.21948207,102,6,23209
2594,05-11-2023,"North America,Atlantic City,United States",Store,no discount,Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,20.83524267,38.99,10,23210
2596,06-11-2023,"Europe,Paris,France",Reseller,no discount,Contoso Car power adapter M90 White,"Contoso, Ltd",Computers-Computers Accessories,0.936027057,19.95,10,24134
2597,07-11-2023,"Europe,Hofheim am Taunus,Germany",Store,european holiday promotion,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum Corporation,Cameras and camcorders -Digital Cameras,136.9670464,165,16,2368
2598,08-11-2023,"North America,Bethesda,United States",Online,north america holiday promotion,Proseware LCD22 M2000 Black,"Proseware, Inc.",Computers-Monitors,99.08062598,619,26,349
2601,09-11-2023,"North America,New York,United States",Store,north america spring promotion,Litware Home Theater System 2.1 Channel E212 Black,"Litware, Inc.",TV and Video-Home Theater System,54.35335261,299.9,9,1115
2602,10-11-2023,"Asia,Yokohama,Japan",Store,no discount,Litware Home Theater System 2.1 Channel E211 Brown,"Litware, Inc.",TV and Video-Home Theater System,264.1205546,269.9,5,64
2606,11-11-2023,"North America,Bethesda,United States",Online,north america back-to-school promotion,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,The Phone Company,Cell phones-Touch Screen Phones ,230.8664632,299,12,18349
2607,12-11-2023,"Europe,Paris,France",Reseller,european holiday promotion,Proseware Ink Jet All in one M300 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",2.615881527,169,8,19115
2613,13-11-2023,"Europe,York,United Kingdom",Store,european spring promotion,Contoso Rubberized Skin BlackBerry E100 Black,"Contoso, Ltd",Cell phones-Cell phones Accessories,2.218342893,14.99,120,18064
2614,14-11-2023,"North America,North Harford,United States",Catalog,north america spring promotion,Contoso Lens Cap Keeper E314 Yellow,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,3.438497376,6.95,9,20368
2616,15-11-2023,"Asia,Beijing,China",Reseller,no discount,A. Datum SLR Camera X137 Grey,A. Datum Corporation,Cameras and camcorders -Digital SLR Cameras,99.16627078,627,10,20369
2618,16-11-2023,"Europe,Nizhny Novgorod,Russia",Store,european holiday promotion,Contoso Home Theater System 2.1 Channel E1200 Brown,"Contoso, Ltd",TV and Video-Home Theater System,189.1381833,299,4,21966
2619,17-11-2023,"North America,Parkville,United States",Store,north america spring promotion,Contoso Finger Touch Screen Phones M30 Black,"Contoso, Ltd",Cell phones-Touch Screen Phones ,19.38113884,199,4,22667
2620,18-11-2023,"Asia,Beijing,China",Reseller,asian spring promotion,SV DVD 60 DVD Storage Binder L20 Red,Southridge Video,"Music, Movies and Audio Books-Movie DVD",13.88625391,22.89,9,22736
2623,19-11-2023,"Europe,Ramstein,Germany",Store,no discount,Contoso Genuine Leather Grip Belt E322 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,16.1029293,77.99,5,26038
2628,20-11-2023,"North America,Seattle,United States",Reseller,north america back-to-school promotion,Contoso Projector 1080p X980 Silver,"Contoso, Ltd",Computers-Projectors & Screens,436.277376,2295,12,23719
2629,21-11-2023,"Europe,Berlin,Germany",Online,european spring promotion,Contoso 2G MP3 Player E200 Blue,"Contoso, Ltd",Audio-MP4&MP3,11.0597826,21.57,24,21992
2630,22-11-2023,"North America,North Harford,United States",Catalog,no discount,The Phone Company Smart phones without camera E100 Black,The Phone Company,Cell phones-Smart phones & PDAs ,4.868077034,129,40,21325
2631,23-11-2023,"Europe,Manchester,United Kingdom",Store,no discount,Contoso 2-Line Corded Cordless Telephone M202 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,24.94839366,28.99,10,18664
2633,24-11-2023,"North America,North Bend,United States",Store,no discount,Reusable Phone Screen Protector E120,"Contoso, Ltd",Cell phones-Cell phones Accessories,2.730053188,2.94,100,18665
2634,25-11-2023,"Asia,Bangkok,Thailand",Store,asian summer promotion,SV Car Video TFT7 M7001 Silver,Southridge Video,TV and Video-Car Video,87.83116551,309,12,18662
2636,26-11-2023,"North America,Anchorage,United States",Store,north america holiday promotion,A. Datum Compact Digital Camera M200 Green,A. Datum Corporation,Cameras and camcorders -Digital Cameras,29.50730511,129,13,24180
2638,27-11-2023,"North America,Sheboygan,United States",Store,north america spring promotion,Contoso DVD 14-Inch Player Portable L100 White,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",169.3036099,259.99,9,18663
2641,28-11-2023,"Europe,Hofheim am Taunus,Germany",Store,european spring promotion,Contoso Expandable Cordless Phone System M008 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,10.12772319,22.99,12,19781
2642,29-11-2023,"Europe,Paris,France",Reseller,no discount,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,The Phone Company,Cell phones-Smart phones & PDAs ,89.11115534,230,10,19782
2643,30-11-2023,"North America,Bacliff,United States",Store,north america back-to-school promotion,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Computers-Desktops,83.03170954,219.95,18,22996
2644,01-12-2023,"North America,Seattle,United States",Reseller,north america back-to-school promotion,"Fabrikam SLR Camera 35"" M358 Orange","Fabrikam, Inc.",Cameras and camcorders -Digital SLR Cameras,22.47082578,328,12,21662
2645,02-12-2023,"North America,North Harford,United States",Catalog,north america holiday promotion,Fabrikam Laptop12 M2002 Red,"Fabrikam, Inc.",Computers-Laptops,353.9359755,368,13,21663
2649,03-12-2023,"North America,Montreal,Canada",Store,north america spring promotion,Litware Home Theater System 2.1 Channel E210 Silver,"Litware, Inc.",TV and Video-Home Theater System,87.64923231,299,9,24480
2651,04-12-2023,"Europe,Berlin,Germany",Online,no discount,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",123.3779629,228,10,24481
2652,05-12-2023,"North America,Lakeland,United States",Store,north america back-to-school promotion,A. Datum Consumer Digital Camera M300 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,69.76051841,184.5,12,24482
2653,06-12-2023,"Asia,Beijing,China",Reseller,asian holiday promotion,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Audio-Bluetooth Headphones,57.99177341,99.99,13,25949
2655,07-12-2023,"Asia,Beijing,China",Reseller,asian spring promotion,Adventure Works Laptop12 M1201 White,Adventure Works,Computers-Laptops,222.9726445,382.95,18,21274
2656,08-12-2023,"North America,Racine,United States",Store,no discount,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,"Music, Movies and Audio Books-Movie DVD",7.348058097,12.66,10,20929
2657,09-12-2023,"North America,North Harford,United States",Catalog,no discount,Proseware Laptop16 M610 Black,"Proseware, Inc.",Computers-Laptops,306.7767322,599,10,4015
2659,10-12-2023,"North America,Bethesda,United States",Online,no discount,Contoso Hybrid system M60 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,17.41403032,28.99,10,4903
2660,11-12-2023,"North America,North Harford,United States",Catalog,north america back-to-school promotion,SV Car Video LCD7 M7003 Black,Southridge Video,TV and Video-Car Video,201.0243267,369,12,22015
2661,12-12-2023,"Asia,Tehran,Iran",Store,asian holiday promotion,WWI Projector 1080p LCD86 White,Wide World Importers,Computers-Projectors & Screens,100.2048487,2295,13,18492
2662,13-12-2023,"North America,Seattle,United States",Reseller,north america spring promotion,Contoso Digital Camera/Camcorder USB Cable E324 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,12.71419912,28,8,18493
2666,14-12-2023,"North America,Elmira,United States",Store,north america holiday promotion,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,"Proseware, Inc.","Computers-Printers, Scanners & Fax",167.6147699,196,13,22196
2667,15-12-2023,"North America,Litchfield County,United States",Store,north america holiday promotion,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,"Fabrikam, Inc.",Cameras and camcorders -Camcorders,124.411473,160,6,18490
2669,16-12-2023,"North America,Wapato,United States",Store,north america spring promotion,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",8.335516354,9.99,9,18491
2670,17-12-2023,"North America,Beaumont,United States",Store,no discount,Proseware Laptop15 M510 Black,"Proseware, Inc.",Computers-Laptops,479.3692376,699,10,25539
